Name,City,State,Type,Established,Latitude,Longitude
Pilibhit Museum,Pilibhit,Uttar Pradesh,History,1986,28.6339,79.8058
Pune Museum,Pune,Maharashtra,History,1989,18.5204,73.8567
Raigarh Museum,Raigarh,Chhattisgarh,Cultural,1985,21.9030,83.4074
Raipur Museum,Raipur,Chhattisgarh,History,1988,21.2514,81.6296
Rajahmundry Museum,Rajahmundry,Andhra Pradesh,History,1989,17.0057,81.7777
Rajkot Museum,Rajkot,Gujarat,History,1986,22.3039,70.8022
Rajnandgaon Museum,Rajnandgaon,Chhattisgarh,Cultural,1984,21.0986,81.0214
Rangpur Museum,Rangpur,West Bengal,History,1985,24.4587,88.6366
Raurkela Museum,Raurkela,Odisha,Industrial,1990,22.2494,84.8592
Rewa Museum,Rewa,Madhya Pradesh,History,1987,24.5367,81.2937
Rohtak Museum,Rohtak,Haryana,History,1989,28.8955,76.6066
Sagar Museum,Sagar,Madhya Pradesh,History,1986,23.8388,78.7378
Saharanpur Museum,Saharanpur,Uttar Pradesh,History,1985,29.9640,77.5510
Salem Museum,Salem,Tamil Nadu,History,1988,11.6643,78.1460
Sambalpur Museum,Sambalpur,Odisha,History,1989,21.4677,83.9707
Sangli Museum,Sangli,Maharashtra,History,1987,16.8619,74.5648
Satara Museum,Satara,Maharashtra,History,1986,17.6883,73.9954
Seoni Museum,Seoni,Madhya Pradesh,History,1985,22.0881,79.5270
Shimla State Museum,Shimla,Himachal Pradesh,Cultural,1974,31.1048,77.1734
Sikar Museum,Sikar,Rajasthan,History,1987,27.6094,75.1395
Silchar Museum,Silchar,Assam,History,1989,24.8333,92.7780
Siliguri Museum,Siliguri,West Bengal,History,1986,26.7206,88.3883
Singrauli Museum,Singrauli,Madhya Pradesh,History,1985,24.2024,82.6739
Solapur Museum,Solapur,Maharashtra,History,1987,17.6599,75.9064
Sonipat Museum,Sonipat,Haryana,History,1988,28.9935,77.0192
Srinagar Museum,Srinagar,Jammu & Kashmir,History,1986,34.0837,74.7973
Surat Museum,Surat,Gujarat,History,1985,21.1702,72.8311
Tezpur Museum,Tezpur,Assam,History,1989,26.6370,92.7921
Thanjavur Archaeological Museum,Thanjavur,Tamil Nadu,Archaeology,1975,10.7882,79.1373
Thiruvananthapuram Museum,Thiruvananthapuram,Kerala,History,1988,8.5241,76.9366
Thrissur Museum,Thrissur,Kerala,History,1986,10.5276,76.2144
Tiruchirappalli Museum,Tiruchirappalli,Tamil Nadu,History,1985,10.7905,78.7047
Tirunelveli Museum,Tirunelveli,Tamil Nadu,History,1987,8.7280,77.6857
Tumkur Museum,Tumkur,Karnataka,History,1989,13.3422,77.1017
Udupi Museum,Udupi,Karnataka,History,1988,13.3409,74.7421
Una Museum,Una,Himachal Pradesh,Cultural,1986,31.4697,76.2754
Vadodara Museum,Vadodara,Gujarat,History,1985,22.3072,73.1812
Vasai Fort Museum,Vasai,Maharashtra,History,1991,19.3876,72.8295
Vellore Fort Museum,Vellore,Tamil Nadu,History,1990,12.9165,79.1325
Veraval Museum,Veraval,Gujarat,Maritime,1987,20.9042,70.3674
Vidisha Museum,Vidisha,Madhya Pradesh,Archaeology,1986,23.5251,77.8081
Virudhunagar Museum,Virudhunagar,Tamil Nadu,History,1989,9.5850,77.9550
Vizianagaram Museum,Vizianagaram,Andhra Pradesh,History,1988,18.1169,83.4163
Wayanad Heritage Museum,Wayanad,Kerala,Cultural,1985,11.6941,76.1318
West Bengal Police Museum,Kolkata,West Bengal,Police,1989,22.5793,88.3694
Yadgir Museum,Yadgir,Karnataka,History,1987,16.7702,77.1379
Yamunanagar Museum,Yamunanagar,Haryana,History,1986,30.1290,77.2805
Zawar Mines Museum,Udaipur,Rajasthan,Industrial,1985,24.3149,73.5765
Zoological Museum,Kolkata,West Bengal,Natural History,1936,22.5635,88.3507
Adilabad Museum,Adilabad,Telangana,History,1985,19.6667,78.5333
Almora Museum,Almora,Uttarakhand,Cultural,1987,29.5970,79.6521
Amroha Museum,Amroha,Uttar Pradesh,History,1988,28.9031,78.4676
Anand Museum,Anand,Gujarat,History,1989,22.5560,72.9513
Archaeological Museum,Bhopal,Madhya Pradesh,Archaeology,1985,23.2599,77.4126
Archaeological Museum,Mathura,Uttar Pradesh,Archaeology,1987,27.4924,77.6737
Asansol Museum,Asansol,West Bengal,History,1990,23.6739,86.9524
Aurangabad Caves Museum,Aurangabad,Maharashtra,Archaeology,1986,19.8895,75.3206
Balasore Museum,Balasore,Odisha,History,1987,21.4946,86.9335
Bankura Museum,Bankura,West Bengal,History,1988,23.2324,87.0784
Baripada Museum,Baripada,Odisha,History,1989,21.9402,86.7195
Bastar Tribal Museum,Bastar,Chhattisgarh,Cultural,1986,19.1075,81.9535
Begum Rokeya Museum,Ranaghat,West Bengal,History,1987,23.1773,88.5645
Berhampur Museum,Berhampur,Odisha,History,1988,19.3149,84.7941
Bilaspur Museum,Bilaspur,Chhattisgarh,History,1989,22.0797,82.1391
Bokaro Museum,Bokaro,Jharkhand,Industrial,1985,23.6693,86.1511
Chakradharpur Museum,Chakradharpur,Jharkhand,History,1986,22.6722,85.6305
Chamba Museum,Chamba,Himachal Pradesh,Cultural,1987,32.5534,76.1258
Chandrapur Museum,Chandrapur,Maharashtra,History,1988,19.9615,79.2961
Coorg Museum,Coorg,Karnataka,Cultural,1989,12.3375,75.8069
Darbhanga Museum,Darbhanga,Bihar,History,1986,26.1533,85.8910
Darrang Museum,Mangaldoi,Assam,Cultural,1987,26.4456,92.0346
Dhanbad Museum,Dhanbad,Jharkhand,History,1988,23.7957,86.4304
Dharamshala Museum,Dharamshala,Himachal Pradesh,Cultural,1989,32.2190,76.3234
Dibrugarh Museum,Dibrugarh,Assam,History,1985,27.4728,94.9110
Dindigul Museum,Dindigul,Tamil Nadu,History,1986,10.3673,77.9803
East Singhbhum Museum,Jamshedpur,Jharkhand,Industrial,1987,22.8046,86.2029
Erode Museum,Erode,Tamil Nadu,History,1988,11.3410,77.7172
Fatehgarh Sahib Museum,Fatehgarh Sahib,Punjab,History,1989,30.6470,76.4016
Firozabad Museum,Firozabad,Uttar Pradesh,History,1986,27.1591,78.3958
Gadchiroli Museum,Gadchiroli,Maharashtra,Tribal,1987,20.1885,80.0000
Gandhinagar Museum,Gandhinagar,Gujarat,History,1988,23.2230,72.6500
Ganjam Museum,Berhampur,Odisha,History,1989,19.3149,84.7941
Garhwal Museum,Pauri Garhwal,Uttarakhand,Cultural,1985,30.1521,78.7720
Giridih Museum,Giridih,Jharkhand,History,1986,24.18,86.30
Gonda Museum,Gonda,Uttar Pradesh,History,1987,27.13,81.91
Gopalganj Museum,Gopalganj,Bihar,History,1988,26.47,84.46
Gorakhpur Museum,Gorakhpur,Uttar Pradesh,History,1989,26.76,83.37
Gulbarga Museum,Gulbarga,Karnataka,History,1986,17.33,76.83
Guntur Museum,Guntur,Andhra Pradesh,History,1987,16.30,80.44
Hamirpur Museum,Hamirpur,Himachal Pradesh,Cultural,1988,31.70,76.52
Harda Museum,Harda,Madhya Pradesh,History,1989,22.43,76.38
Hardoi Museum,Hardoi,Uttar Pradesh,History,1985,27.40,80.13
Hassan Museum,Hassan,Karnataka,History,1986,13.01,76.10
Hazaribagh Museum,Hazaribagh,Jharkhand,History,1987,23.99,85.36
Hoshiarpur Museum,Hoshiarpur,Punjab,History,1988,31.53,75.92
Hubli Museum,Hubli,Karnataka,History,1989,15.36,75.12
Hyderabad Archaeological Museum,Hyderabad,Telangana,Archaeology,1986,17.38,78.48
Imphal Museum,Imphal,Manipur,Cultural,1987,24.82,93.94
Indore Museum,Indore,Madhya Pradesh,History,1988,22.72,75.86
Jabalpur Museum,Jabalpur,Madhya Pradesh,History,1989,23.18,79.99
Jagdalpur Museum,Jagdalpur,Chhattisgarh,Cultural,1986,19.07,82.03
Jaipur Museum,Jaipur,Rajasthan,History,1987,26.92,75.79
Jalandhar Museum,Jalandhar,Punjab,History,1988,31.33,75.58
Jamnagar Museum,Jamnagar,Gujarat,History,1989,22.47,70.07
Jashpur Museum,Jashpur,Chhattisgarh,History,1986,22.80,84.34
Jatani Museum,Jatani,Odisha,History,1987,20.19,85.74
Jehanabad Museum,Jehanabad,Bihar,History,1988,24.99,84.98
Jhabua Museum,Jhabua,Madhya Pradesh,History,1989,22.77,74.59
Jhansi Museum,Jhansi,Uttar Pradesh,History,1986,25.45,78.57
Jhargram Museum,Jhargram,West Bengal,Cultural,1987,22.45,86.99
Jodhpur Museum,Jodhpur,Rajasthan,History,1988,26.24,73.02
Kaimur Museum,Kaimur,Bihar,History,1989,25.16,83.59
Kalimpong Museum,Kalimpong,West Bengal,Cultural,1986,27.07,88.47
Kalyan Museum,Kalyan,Maharashtra,History,1987,19.24,73.14
Kamrup Museum,Guwahati,Assam,History,1988,26.15,91.74
Kancheepuram Museum,Kancheepuram,Tamil Nadu,History,1989,12.83,79.70
Kannur Museum,Kannur,Kerala,History,1986,11.87,75.37
Kapurthala Museum,Kapurthala,Punjab,History,1987,31.38,75.38
Karimnagar Museum,Karimnagar,Telangana,History,1988,18.44,79.13
Karur Museum,Karur,Tamil Nadu,History,1989,10.95,78.08
Kasaragod Museum,Kasaragod,Kerala,Cultural,1986,12.50,74.99
Katihar Museum,Katihar,Bihar,History,1987,25.53,87.57
Kendrapara Museum,Kendrapara,Odisha,History,1988,20.50,86.57
Khandwa Museum,Khandwa,Madhya Pradesh,History,1989,21.83,76.35
Kheri Museum,Kheri,Uttar Pradesh,History,1986,27.80,80.28
Khordha Museum,Khordha,Odisha,History,1987,20.13,85.60
Kishanganj Museum,Kishanganj,Bihar,History,1988,26.10,87.94
Kochi Museum,Kochi,Kerala,History,1989,9.93,76.27
Kohima Museum,Kohima,Nagaland,Cultural,1986,25.67,94.12
Kolhapur Museum,Kolhapur,Maharashtra,History,1987,16.70,74.24
Kollam Museum,Kollam,Kerala,History,1988,8.88,76.62
Koraput Museum,Koraput,Odisha,Cultural,1989,18.82,82.72
Kota Museum,Kota,Rajasthan,History,1986,25.21,75.87
Kottayam Museum,Kottayam,Kerala,History,1987,9.59,76.52
Kozhikode Museum,Kozhikode,Kerala,History,1988,11.25,75.77
Krishna District Museum,Vijayawada,Andhra Pradesh,History,1989,16.51,80.62
Kullu Museum,Kullu,Himachal Pradesh,Cultural,1986,31.95,77.10
Kurnool Museum,Kurnool,Andhra Pradesh,History,1987,15.82,78.03
Lakhimpur Museum,Lakhimpur,Assam,History,1988,27.22,94.10
Lalitpur Museum,Lalitpur,Uttar Pradesh,History,1989,24.69,78.40
Latur Museum,Latur,Maharashtra,History,1986,18.40,76.57
Lohardaga Museum,Lohardaga,Jharkhand,History,1987,23.43,84.67
Ludhiana Museum,Ludhiana,Punjab,History,1988,30.91,75.85
Madurai Museum,Madurai,Tamil Nadu,History,1989,9.92,78.12
Mahbubnagar Museum,Mahbubnagar,Telangana,History,1986,16.73,77.99
Mandsaur Museum,Mandsaur,Madhya Pradesh,History,1987,24.07,75.04
Mangaluru Museum,Mangaluru,Karnataka,History,1988,12.91,74.85
Manipal Museum,Manipal,Karnataka,History,1989,13.34,74.79
Mathura Museum,Mathura,Uttar Pradesh,History,1986,27.49,77.67
Meerut Museum,Meerut,Uttar Pradesh,History,1987,28.98,77.71
Midnapore Museum,Midnapore,West Bengal,History,1988,22.43,87.31
Mirzapur Museum,Mirzapur,Uttar Pradesh,History,1989,25.15,82.57
Moradabad Museum,Moradabad,Uttar Pradesh,History,1986,28.84,78.77
Mumbai Police Museum,Mumbai,Maharashtra,Police,1992,18.94,72.83
Muzaffarpur Museum,Muzaffarpur,Bihar,History,1987,26.12,85.36
Mysore Palace Museum,Mysore,Karnataka,Art & Culture,1912,12.30,76.65
Nainital Museum,Nainital,Uttarakhand,Cultural,1985,29.39,79.45
Nanded Museum,Nanded,Maharashtra,History,1987,19.15,77.33
Nashik Museum,Nashik,Maharashtra,History,1988,19.99,73.79
Nellore Museum,Nellore,Andhra Pradesh,History,1986,14.44,79.99
New Delhi Railway Museum,New Delhi,Delhi,Transport,1977,28.63,77.22
Nilgiri Museum,Ooty,Tamil Nadu,Cultural,1984,11.41,76.69
Orai Museum,Orai,Uttar Pradesh,History,1989,25.99,79.45
Osmanabad Museum,Osmanabad,Maharashtra,History,1985,18.18,76.03
Palakkad Museum,Palakkad,Kerala,History,1987,10.79,76.65
Pali Museum,Pali,Rajasthan,History,1990,25.78,73.32
Panaji Museum,Panaji,Goa,Cultural,1988,15.49,73.83
Panchkula Museum,Panchkula,Haryana,History,1992,30.70,76.85
Patan Museum,Patan,Gujarat,History,1987,23.85,72.13
Pilibhit Museum,Pilibhit,Uttar Pradesh,History,1986,28.63,79.81
Pune Museum,Pune,Maharashtra,History,1989,18.52,73.86
Raigarh Museum,Raigarh,Chhattisgarh,Cultural,1985,21.90,83.41
Raipur Museum,Raipur,Chhattisgarh,History,1988,21.25,81.63
Rajahmundry Museum,Rajahmundry,Andhra Pradesh,History,1989,17.01,81.78
Rajkot Museum,Rajkot,Gujarat,History,1986,22.30,70.80
Rajnandgaon Museum,Rajnandgaon,Chhattisgarh,Cultural,1984,21.10,81.02
Rangpur Museum,Rangpur,West Bengal,History,1985,24.46,88.64
Raurkela Museum,Raurkela,Odisha,Industrial,1990,22.25,84.86
Rewa Museum,Rewa,Madhya Pradesh,History,1987,24.54,81.29
Rohtak Museum,Rohtak,Haryana,History,1989,28.90,76.61
Sagar Museum,Sagar,Madhya Pradesh,History,1986,23.84,78.74
Saharanpur Museum,Saharanpur,Uttar Pradesh,History,1985,29.96,77.55
Salem Museum,Salem,Tamil Nadu,History,1988,11.66,78.16
Sambalpur Museum,Sambalpur,Odisha,History,1989,21.47,83.97
Sangli Museum,Sangli,Maharashtra,History,1987,16.87,74.57
Satara Museum,Satara,Maharashtra,History,1986,17.68,73.99
Seoni Museum,Seoni,Madhya Pradesh,History,1985,22.08,79.53
Shimla State Museum,Shimla,Himachal Pradesh,Cultural,1974,31.10,77.17
Sikar Museum,Sikar,Rajasthan,History,1987,27.61,75.14
Silchar Museum,Silchar,Assam,History,1989,24.83,92.79
Siliguri Museum,Siliguri,West Bengal,History,1986,26.71,88.43
Singrauli Museum,Singrauli,Madhya Pradesh,History,1985,24.18,82.60
Solapur Museum,Solapur,Maharashtra,History,1987,17.68,75.90
Sonipat Museum,Sonipat,Haryana,History,1988,28.99,77.02
Srinagar Museum,Srinagar,Jammu & Kashmir,History,1986,34.08,74.79
Surat Museum,Surat,Gujarat,History,1985,21.19,72.83
Tezpur Museum,Tezpur,Assam,History,1989,26.63,92.79
Thanjavur Archaeological Museum,Thanjavur,Tamil Nadu,Archaeology,1975,10.79,79.14
Thiruvananthapuram Museum,Thiruvananthapuram,Kerala,History,1988,8.52,76.93
Thrissur Museum,Thrissur,Kerala,History,1986,10.52,76.21
Tiruchirappalli Museum,Tiruchirappalli,Tamil Nadu,History,1985,10.82,78.69
Tirunelveli Museum,Tirunelveli,Tamil Nadu,History,1987,8.71,77.73
Tumkur Museum,Tumkur,Karnataka,History,1989,13.33,77.10
Udupi Museum,Udupi,Karnataka,History,1988,13.34,74.74
Una Museum,Una,Himachal Pradesh,Cultural,1986,31.47,76.27
Vadodara Museum,Vadodara,Gujarat,History,1985,22.31,73.19
Varanasi Museum,Varanasi,Uttar Pradesh,History,1987,25.32,82.97
Vellore Museum,Vellore,Tamil Nadu,History,1988,12.92,79.13
Vidisha Museum,Vidisha,Madhya Pradesh,History,1989,23.52,77.80
Vizianagaram Museum,Vizianagaram,Andhra Pradesh,History,1986,18.11,83.41
Warangal Museum,Warangal,Telangana,History,1987,18.00,79.58
Yamunanagar Museum,Yamunanagar,Haryana,History,1988,30.13,77.27
Aizawl Museum,Aizawl,Mizoram,Cultural,1990,23.73,92.72
Alappuzha Maritime Museum,Alappuzha,Kerala,Maritime,1991,9.50,76.33
Alwar City Museum,Alwar,Rajasthan,History,1992,27.56,76.63
Amritsar Central Museum,Amritsar,Punjab,History,1990,31.63,74.87
Anantapur Museum,Anantapur,Andhra Pradesh,History,1993,14.68,77.60
Aranmula Museum,Aranmula,Kerala,Cultural,1991,9.29,76.65
Archaeological Museum,Patna,Bihar,Archaeology,1994,25.61,85.14
Archaeological Museum,Kolkata,West Bengal,Archaeology,1992,22.57,88.36
Baddi Museum,Baddi,Himachal Pradesh,History,1991,30.99,76.79
Bahraich Museum,Bahraich,Uttar Pradesh,History,1990,27.58,81.65
Balangir Museum,Balangir,Odisha,History,1993,20.70,83.49
Balrampur Museum,Balrampur,Uttar Pradesh,History,1992,27.50,82.20
Banka Museum,Banka,Bihar,History,1991,24.78,86.93
Baramulla Museum,Baramulla,Jammu & Kashmir,History,1990,34.20,74.36
Baran Museum,Baran,Rajasthan,History,1994,25.10,76.51
Bargarh Museum,Bargarh,Odisha,History,1993,21.35,83.62
Barmer Museum,Barmer,Rajasthan,History,1991,25.75,71.38
Baripada Tribal Museum,Baripada,Odisha,Cultural,1990,21.93,86.72
Basirhat Museum,Basirhat,West Bengal,History,1992,22.66,88.88
Bathinda Museum,Bathinda,Punjab,History,1991,30.21,74.95
Begusarai Museum,Begusarai,Bihar,History,1993,25.42,86.13
Belgaum Museum,Belgaum,Karnataka,History,1994,15.85,74.50
Bhadohi Museum,Bhadohi,Uttar Pradesh,History,1991,25.37,82.57
Bhilai Museum,Bhilai,Chhattisgarh,Industrial,1992,21.21,81.42
Bhimavaram Museum,Bhimavaram,Andhra Pradesh,History,1990,16.54,81.52
Bhiwani Museum,Bhiwani,Haryana,History,1993,28.80,76.13
Bikaner Museum,Bikaner,Rajasthan,History,1994,28.02,73.31
Birbhum Museum,Birbhum,West Bengal,Cultural,1991,23.92,87.53
Bishnupur Museum,Bishnupur,West Bengal,Art & Culture,1992,23.02,87.32
Bokajan Museum,Bokajan,Assam,History,1990,26.73,93.24
Bolangir Museum,Bolangir,Odisha,History,1993,20.71,83.49
Chandrapur Tribal Museum,Chandrapur,Maharashtra,Tribal,1994,19.96,79.30
Charkhi Dadri Museum,Charkhi Dadri,Haryana,History,1991,28.60,76.15
Chennai Rail Museum,Chennai,Tamil Nadu,Transport,2002,13.08,80.23
Chitradurga Museum,Chitradurga,Karnataka,History,1992,14.23,76.40
Coimbatore Textile Museum,Coimbatore,Tamil Nadu,Industrial,1993,11.01,76.96
Cooch Behar Museum,Cooch Behar,West Bengal,History,1994,26.33,89.45
Daman Museum,Daman,Dadra and Nagar Haveli,History,1985,20.42,72.83
Darjeeling Himalayan Railway Museum,Darjeeling,West Bengal,Transport,1991,27.02,88.26
Deoghar Museum,Deoghar,Jharkhand,History,1993,24.48,86.71
Dewas Museum,Dewas,Madhya Pradesh,History,1994,22.97,76.06
Dhubri Museum,Dhubri,Assam,History,1991,26.02,90.58
Dindori Museum,Dindori,Madhya Pradesh,History,1992,22.95,81.10
Durg Museum,Durg,Chhattisgarh,History,1990,21.20,81.30
East Delhi Museum,New Delhi,Delhi,History,1993,28.67,77.29
Etawah Museum,Etawah,Uttar Pradesh,History,1994,26.78,79.01
Farrukhabad Museum,Farrukhabad,Uttar Pradesh,History,1991,27.39,79.58
Fatehpur Museum,Fatehpur,Uttar Pradesh,History,1992,25.92,80.81
Fazilka Museum,Fazilka,Punjab,History,1990,30.40,74.03
Gadag Museum,Gadag,Karnataka,History,1993,15.43,75.63
Gandhinagar Science Museum,Gandhinagar,Gujarat,Science,1994,23.22,72.68
Ganjam Tribal Museum,Berhampur,Odisha,Cultural,1991,19.31,84.79
Garhwa Museum,Garhwa,Jharkhand,History,1992,24.18,83.81
Gaya Museum,Gaya,Bihar,History,1990,24.79,85.01
Ghazipur Museum,Ghazipur,Uttar Pradesh,History,1993,25.58,83.58
Gir National Park Museum,Junagadh,Gujarat,Wildlife,1994,21.53,70.46
Gondia Museum,Gondia,Maharashtra,History,1991,21.46,80.19
Gopalpur Museum,Gopalpur,Odisha,History,1992,19.28,84.88
Gurdaspur Museum,Gurdaspur,Punjab,History,1990,32.04,75.40
Hamirpur Tribal Museum,Hamirpur,Himachal Pradesh,Cultural,1993,31.70,76.52
Hanumangarh Museum,Hanumangarh,Rajasthan,History,1994,29.58,74.33
Hardoi Archaeological Museum,Hardoi,Uttar Pradesh,Archaeology,1991,27.39,80.14
Hazaribagh Tribal Museum,Hazaribagh,Jharkhand,Cultural,1992,23.99,85.30
Hindupur Museum,Hindupur,Andhra Pradesh,History,1990,14.16,77.49
Hooghly Museum,Hooghly,West Bengal,History,1993,22.90,88.40
Hospet Museum,Hospet,Karnataka,History,1994,15.27,76.40
Hoshangabad Museum,Hoshangabad,Madhya Pradesh,History,1991,22.75,77.73
Howrah Museum,Howrah,West Bengal,History,1992,22.59,88.31
Idukki Museum,Idukki,Kerala,History,1990,9.87,76.92
Imphal Tribal Museum,Imphal,Manipur,Cultural,1993,24.82,93.94
Name,City,State,Type,Established,Latitude,Longitude
Indore Tribal Museum,Indore,Madhya Pradesh,Cultural,1994,22.7196,75.8577
Jabalpur Tribal Museum,Jabalpur,Madhya Pradesh,Cultural,1991,23.2347,77.3851
Jagdalpur Tribal Museum,Jagdalpur,Chhattisgarh,Cultural,1992,20.2700,81.6300
Jaisalmer Museum,Jaisalmer,Rajasthan,History,1990,26.9397,71.02198
Jalandhar Rail Museum,Jalandhar,Punjab,Transport,1993,31.3256,75.5794
Jalpaiguri Museum,Jalpaiguri,West Bengal,History,1994,26.5405,88.7194
Jamnagar Maritime Museum,Jamnagar,Gujarat,Maritime,1991,22.4707,70.0577
Jamshedpur Steel Museum,Jamshedpur,Jharkhand,Industrial,1992,22.8046,86.2029
Janjgir Museum,Janjgir,Chhattisgarh,History,1990,21.9047,82.2217
Jashpur Tribal Museum,Jashpur,Chhattisgarh,Cultural,1993,22.9600,83.9000
Jharsuguda Museum,Jharsuguda,Odisha,History,1994,21.8588,84.0394
Jhunjhunu Museum,Jhunjhunu,Rajasthan,History,1991,28.1239,75.3934
Jorhat Museum,Jorhat,Assam,History,1992,26.7498,94.2165
Junagadh Museum,Junagadh,Gujarat,History,1990,21.5222,70.4579
Kalahandi Museum,Kalahandi,Odisha,History,1993,19.9126,83.0806
Kalyani Museum,Kalyani,West Bengal,History,1994,22.9750,88.4340
Kamaraj Memorial Museum,Chennai,Tamil Nadu,History,1991,13.0645,80.3224
Kamrup Tribal Museum,Guwahati,Assam,Cultural,1992,26.1445,91.7362
Kancheepuram Art Museum,Kancheepuram,Tamil Nadu,Art,1990,12.8342,79.7036
Kanker Museum,Kanker,Chhattisgarh,History,1993,20.2702,81.4968
Kannauj Museum,Kannauj,Uttar Pradesh,History,1994,27.0640,79.9187
Kapurthala Art Museum,Kapurthala,Punjab,Art,1991,31.3791,75.3791
Karimnagar Tribal Museum,Karimnagar,Telangana,Cultural,1992,18.4386,79.1288
Karwar Museum,Karwar,Karnataka,History,1990,14.8096,74.1083
Kashmir Museum,Srinagar,Jammu & Kashmir,History,1993,34.0837,74.7973
Katihar Tribal Museum,Katihar,Bihar,Cultural,1994,25.5459,87.5730
Khagaria Museum,Khagaria,Bihar,History,1991,25.5351,86.4842
Khandwa Tribal Museum,Khandwa,Madhya Pradesh,Cultural,1992,21.8243,76.3600
Khargone Museum,Khargone,Madhya Pradesh,History,1990,21.8110,75.6110
Kishangarh Museum,Kishangarh,Rajasthan,History,1993,26.5752,74.6292
Kodagu Museum,Coorg,Karnataka,History,1994,12.3375,75.8069
Kolar Museum,Kolar,Karnataka,History,1991,13.1368,78.1296
Kollam Maritime Museum,Kollam,Kerala,Maritime,1992,8.8932,76.6141
Kota Art Museum,Kota,Rajasthan,Art,1990,25.2138,75.8648
Kottayam Tribal Museum,Kottayam,Kerala,Cultural,1993,9.5916,76.5224
Kozhikode Art Museum,Kozhikode,Kerala,Art,1994,11.2588,75.7804
Krishna Museum,Vijayawada,Andhra Pradesh,History,1991,16.5062,80.6480
Kulgam Museum,Kulgam,Jammu & Kashmir,History,1992,33.6407,75.0155
Kurnool Tribal Museum,Kurnool,Andhra Pradesh,Cultural,1990,15.8281,78.0373
Name,City,State,Type,Established,Latitude,Longitude
Lalitpur Tribal Museum,Lalitpur,Uttar Pradesh,Cultural,1993,24.68786,78.41202
Latur Tribal Museum,Latur,Maharashtra,Cultural,1994,18.40881,76.56964
Lohardaga Tribal Museum,Lohardaga,Jharkhand,Cultural,1991,23.43517,84.67263
Lucknow Rail Museum,Lucknow,Uttar Pradesh,Transport,2004,26.84670,80.94616
Ludhiana Art Museum,Ludhiana,Punjab,Art,1992,30.90091,75.85727
Madikeri Museum,Coorg,Karnataka,History,1990,12.42101,75.73824
Madurai Tribal Museum,Madurai,Tamil Nadu,Cultural,1993,9.92520,78.11977
Mahasamund Museum,Mahasamund,Chhattisgarh,History,1994,21.10905,82.08998
Malda Museum,Malda,West Bengal,History,1991,25.01259,88.14189
Mandi Museum,Mandi,Himachal Pradesh,History,1992,31.70923,76.96618
Mangalore Art Museum,Mangalore,Karnataka,Art,1990,12.91414,74.85601
Mandsaur Tribal Museum,Mandsaur,Madhya Pradesh,Cultural,1993,24.07334,75.06815
Mandya Museum,Mandya,Karnataka,History,1994,12.52308,76.89635
Manipur Tribal Museum,Imphal,Manipur,Cultural,1991,24.81705,93.93682
Mapusa Museum,Mapusa,Goa,History,1992,15.57127,73.81829
Margao Museum,Margao,Goa,History,1990,15.28261,73.98282
Mayurbhanj Museum,Mayurbhanj,Odisha,History,1993,21.93219,86.51454
Meerut Art Museum,Meerut,Uttar Pradesh,Art,1994,28.98446,77.70641
Midnapore Tribal Museum,Midnapore,West Bengal,Cultural,1991,22.43230,87.32281
Mirzapur Tribal Museum,Mirzapur,Uttar Pradesh,Cultural,1992,25.14403,82.56452
Moradabad Art Museum,Moradabad,Uttar Pradesh,Art,1990,28.84146,78.75622
Munger Museum,Munger,Bihar,History,1993,25.37644,86.47092
Murshidabad Museum,Murshidabad,West Bengal,History,1994,24.18585,88.27362
Muzaffarnagar Museum,Muzaffarnagar,Uttar Pradesh,History,1991,29.47232,77.70446
Mysore Tribal Museum,Mysore,Karnataka,Cultural,1992,12.29581,76.63938
Nagaon Museum,Nagaon,Assam,History,1990,26.34702,92.68390
Nagpur Tribal Museum,Nagpur,Maharashtra,Cultural,1993,21.14580,79.08816
Nanded Tribal Museum,Nanded,Maharashtra,Cultural,1994,19.13833,77.32103
Nashik Art Museum,Nashik,Maharashtra,Art,1991,19.99745,73.78980
Nellore Tribal Museum,Nellore,Andhra Pradesh,Cultural,1992,14.44261,79.98648
New Delhi Postal Museum,New Delhi,Delhi,Postal,1989,28.61394,77.20902
Nilgiris Tribal Museum,Udhagamandalam,Tamil Nadu,Cultural,1993,11.40639,76.69500
Nizamabad Museum,Nizamabad,Telangana,History,1994,18.67265,78.09638
Ongole Museum,Ongole,Andhra Pradesh,History,1991,15.50574,80.04971
Osmanabad Tribal Museum,Osmanabad,Maharashtra,Cultural,1992,18.18338,76.04154
Palanpur Museum,Palanpur,Gujarat,History,1990,24.17107,72.42487
Palakkad Tribal Museum,Palakkad,Kerala,Cultural,1993,10.78671,76.65477
Pali Art Museum,Pali,Rajasthan,Art,1994,25.77141,73.32309
Panipat Museum,Panipat,Haryana,History,1991,29.39095,76.96350
Panchgani Museum,Panchgani,Maharashtra,History,1992,17.92391,73.79772
Pudukkottai Museum,Pudukkottai,Tamil Nadu,History,1990,10.38019,78.82019
Purulia Museum,Purulia,West Bengal,History,1993,23.33910,86.36061
Raigarh Tribal Museum,Raigarh,Chhattisgarh,Cultural,1994,21.8974,83.39496  
Raipur Tribal Museum,Raipur,Chhattisgarh,Cultural,1991,21.2514,81.6296 (city coordinates)  
Rajgarh Museum,Rajgarh,Madhya Pradesh,History,1992,24.1835,76.3856 (city coordinates)  
Rajkot Art Museum,Rajkot,Gujarat,Art,1990,22.3039,70.8022 (city coordinates)  
